报表日期,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20151231,20141231,19700101
单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,
购建固定资产、无形资产和其他长期资产所支付的现金,48215268100,35722696500,24699849700,11607436800,43767770800,30667430388,20090694926,8903269558,13302355759,8050755719,5162370938,2076740551,9626986411,6661477871,4623112893,2019864309,6629274673,4003526664,2506446404,1667611627,7180281117,5268771842,3978747353,2459107491,2800818909,1553786649,300525204.8,0.0
投资所支付的现金,12764660700,8686444400,5946072300,2763716600,11725718900,7449921995,5568013122,1303423036,4088418480,2201534043,70700000,17200000,907758218.6,321750000,90750000,75250000,192025942.3,188726677.3,103842000,0,1665503315,1293525820,651932500,219204000,262828666.6,0,0,0.0
取得子公司及其他营业单位支付的现金净额,0,0,0,0,295800300,177944806,162089096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173225298,0,0.0
支付的其他与投资活动有关的现金,6740182400,850000600,2441927600,2928961700,2948104700,1460499766,1143479616,269831098.6,466447835.4,40151993.35,148983251.2,172332000,3114021021,932156630,0,626495569.7,12746210861,10556014050,6573449373,151925834.1,656,33801356.44,1534321000,1501137964,9441784763,2900000,976061675.9,0.0
投资活动现金流出小计,67720111200,45259141500,33087849500,17300115100,58737394700,39755796955,26964276760,10476523693,17857222074,10292441756,5382054189,2266272551,13648765650,7915384501,4713862893,2721609878,19567511476,14748267391,9183737777,1819537462,8845785088,6596099019,6165000853,4179449455,12505432338,1729911947,1276586881,0.0
投资活动产生的现金流量净额,-64139841300,-43662806000,-30917829600,-16465251700,-53781059400,-36555484169,-25126803292,-8813426249,-15052456167,-8580016993,-2527869049,-1389905143,1856315252,7279842307,-2056044080,-2707004445,-19487673173,-14346820204,-8963763647,2400671787,-7635813728,-4242812424,-5518996587,-4127833895,-12428414234,-641345281.1,-1273406702,0.0
三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吸收投资收到的现金,47455207300,46827509200,46004904900,196905400,1551412800,820006741.3,575006741.3,972501.08,20536360992,20447360992,808990000,284490000,1217784890,943040491,441880000,441000000,6274955935,6314427519,5429591885,19186127,6178645978,6175611878,5083500878,3510000002,11131845526,150503750,24400000,0.0
其中：子公司吸收少数股东投资收到的现金,2092259300,1962509400,1139905100,196905400,795200000,820006741.3,575006741.3,972501.08,923523424.4,834523424.4,808990000,284490000,721974398.7,447230000,441880000,441000000,108785163.6,108785163.6,67650590,19186127,1168645100,1168645100,73500000,0,7840000,500000,24400000,0.0
取得借款收到的现金,50957726600,35913561100,24205364800,14380644000,26276582500,16682111412,5744054032,2281243462,9450920679,6318374371,4165228444,1794510100,4616632168,3058463177,1354369493,274025394.2,4123196326,3098388087,2683586737,997738375.2,4476769279,2560246872,1515912026,413910040.9,1930654289,830867703.1,201635144.9,0.0
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
收到其他与筹资活动有关的现金,5208177600,206959000,265175700,262973100,3235028400,3221088249,0,27016829.63,13199266408,13199242930,2997600000,2997600000,1498800000,0,0,0,510282473.4,0,0,20695110.88,9028894.69,2626381.59,0,66308848.89,747351550.6,893371268.5,1556561926,0.0
筹资活动现金流入小计,1.03621E+11,82948029300,70475445400,14840522500,31063023600,20723206402,6319060774,2309232793,43186548078,39964978293,7971818444,5076600100,7333217058,4001503668,1796249493,715025394.2,10908434735,9412815605,8113178622,1037619613,10664444152,8738485132,6599412904,3990218892,13809851366,1874742722,1782597070,0.0
偿还债务支付的现金,17605770500,12923179000,7174679900,1460225400,5457907900,4283900195,2174158921,1738449618,4743701234,3594856317,1643262959,671702027.9,2418452429,1693048366,1222988046,279493169.3,3493721841,2282129396,1688445920,1052569621,1421628378,1367562190,1109776166,969797476,937312259.1,628641795.8,4760000,0.0
分配股利、利润或偿付利息所支付的现金,3551469400,3055573400,940178200,536101900,1568025100,1288764641,475061070.8,315255006.5,898809819.1,749851132.1,657716347.5,89478420.27,573302388.8,492320693.8,121183356.4,61759955.59,216119536.1,154081142.3,93782534.45,42973564.05,81600198.58,58673275.89,25777423.37,12861203.02,53696810.21,69496886.29,4752841.5,0.0
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,7825842.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
支付其他与筹资活动有关的现金,197440400,95957200,80993000,109860800,378512600,193522043.3,205756669.6,8266665.17,112602486.2,52137357.55,370675928.1,357122140.5,173132704.5,62601933.18,45862760.81,24669985.03,155877429.5,185815261.1,114716247.6,66470960.3,228481941.8,192651364,184404131.3,75330960.74,1847820297,736699312.7,307574012.4,0.0
筹资活动现金流出小计,21354680400,16074709600,8195851200,2106188200,7404445600,5766186879,2854976661,2061971290,5755113539,4396844807,2671655235,1118302589,3164887523,2247970993,1390034163,365923109.9,3865718807,2622025799,1896944702,1162014146,1731710518,1618886830,1319957721,1057989640,2838829366,1434837995,317086853.9,0.0
筹资活动产生的现金流量净额,82266431200,66873319700,62279594200,12734334300,23658578000,14957019523,3464084112,247261502.6,37431434539,35568133486,5300163209,3958297511,4168329535,1753532675,406215330.2,349102284.3,7042715928,6790789806,6216233919,-124394532.6,8932733633,7119598302,5279455183,2932229252,10971021999,439904726.8,1465510217,0.0
四、汇率变动对现金及现金等价物的影响,2788148900,2913476400,1183477300,-170008800,-711778200,-228684931.1,-234765497.7,-43193144.9,-576950661.9,97997833.83,28838388.11,6655507.93,14801651.37,23661063.46,15718117.48,-22720393.29,27440781.07,24982414.85,5815768.51,-13184201.95,-13763656.75,3054315.86,2908894.84,-352048.57,-2077449.43,-800509.91,-4995362.09,0.0
五、现金及现金等价物净增加额,82123582000,52091938700,51227584900,3174960200,12073749200,6859088976,3844575010,2357512660,40231930343,37392039109,8627685438,5721798192,19511400995,19381965586,5642192277,2596228648,-1101250763,-1927617303,-1683387856,-1006741432,3623904458,1146475620,-856276628.3,-1002223087,649657042.8,462292919.8,48203750.38,0.0
加:期初现金及现金等价物余额,75505735200,75505735200,75505735200,75505735200,63431986000,63431985987,63431985987,63431985987,23200055644,23200055644,23200055644,23200055644,3688654649,3688654649,3688654649,3688654649,4789905412,4789905412,4789905412,4789905412,1166000954,1166000954,1166000954,1166000954,516343910.8,54050991.01,5847240.63,0.0
六、期末现金及现金等价物余额,1.57629E+11,1.27598E+11,1.26733E+11,78680695400,75505735200,70291074962,67276560996,65789498647,63431985987,60592094753,31827741082,28921853836,23200055644,23070620235,9330846926,6284883297,3688654649,2862288109,3106517556,3783163980,4789905412,2312476573,309724325.3,163777866.4,1166000954,516343910.8,54050991.01,0.0
附注,,,,,,,,,,,,,,,,,,,,,,,,,,,,
净利润,33457143500,0,9669961200,0,17860730100,0,5325108289,0,6103918052,0,2143918030,0,5012673898,0,2346495300,0,3735896488,0,1069893694,469264488.7,4194056578,0,2020743800,24302205.99,2918436854,950581074.5,55563800,0.0
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
资产减值准备,2826926600,0,660999200,0,2047739400,0,817370458,0,1169471949,0,460355170.9,0,1670005550,0,530322585.7,0,974912150,0,207126112.5,127717465.8,244744030.9,0,49177200,-7807006.14,233858870,58641678.66,2591100,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,11960578600,0,4964053700,0,5847138200,0,2549707122,0,4576797795,0,2316114147,0,4137828484,0,1817060732,0,2125110235,0,934646157.4,418689739.7,1279538608,0,477360300,289187792.3,731417250.7,164100734.2,44569700,0.0
无形资产摊销,236449600,0,82940400,0,159202600,0,72565403.73,0,135243814.1,0,67472468.68,0,113911953.1,0,52188372.72,0,95733856.19,0,46852863.98,22774627.17,75101189.69,0,31487700,14656308.34,47998770.85,24986934.33,22656600,0.0
长期待摊费用摊销,894129200,0,233746100,0,340253100,0,106499325.9,0,155847906.2,0,79375064.46,0,157299905.6,0,71233411.93,0,83377065.66,0,36271274.26,14666290.5,26541967.12,0,5951300,1939204.66,5071074.74,3237903.35,64800,0.0
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
处置固定资产、无形资产和其他长期资产的损失,5322700,0,138600,0,23190300,0,571920.37,0,9890379.23,0,0,0,-1382204.06,0,-305715.96,0,91538964.57,0,2444993.47,328223,78311541.52,0,2279700,322076.28,158205248.9,590103.88,102500,0.0
固定资产报废损失,37927500,0,21826700,0,67375700,0,30306302.87,0,47137042,0,7116807.84,0,18928639.15,0,6164952.02,0,15782022,0,0,0,0,0,0,0,0,0,0,0.0
公允价值变动损失,-400241300,0,-215568200,0,0,0,0,0,-286915936,0,-286915936,0,-27331582.1,0,0,0,314247518.1,0,0,0,0,0,0,0,0,0,0,0.0
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
财务费用,969747300,0,1253855000,0,1580329100,0,614595263.2,0,772394855.2,0,217908314.2,0,270468281.3,0,87744066.16,0,262258592.8,0,-97443594.11,65166429.44,112588566.3,0,34312300,15763102.24,65609349.18,113184042.2,24221600,0.0
投资损失,-3044935500,0,-2064382300,0,-1561030800,0,-257314301.9,0,26192466.45,0,369373574.5,0,-20752318.89,0,-8807709.54,0,-184397531.5,0,-59838864.61,-27972938.86,-1344305304,0,-1245985200,-85172231.78,-76080348.84,-1455431.76,-16117600,0.0
递延所得税资产减少,-4451227000,0,-633149200,0,-1232106000,0,-723546283.6,0,-772834310.2,0,-271258312.8,0,-838669146.4,0,-495832311.4,0,-669755258.3,0,-198227131,-70034407.27,-245133190.9,0,-67539100,-18053126.42,-129670575.1,-110143619.5,-19814600,0.0
递延所得税负债增加,9145100,0,421012500,0,215449900,0,150453314.6,0,-5673139.63,0,-13561794.14,0,50207460.38,0,17405342.8,0,15459358.23,0,-973329.73,0,-2604999.44,0,-997900,0,-2090649,-2194284.46,0,0.0
存货的减少,-39877670300,0,-35479302600,0,-28856721000,0,-11317249365,0,-2401630461,0,2092973405,0,-5775387379,0,-3575604570,0,-4371312786,0,-1662466493,-606145268.4,-2290181546,0,-2641681800,-1157067016,-320169108.3,-697915929,-220368300,0.0
经营性应收项目的减少,-58697293400,0,-30610732700,0,-27816000500,0,-5279233782,0,-3415569970,0,4116138676,0,-4768945377,0,-2426304894,0,-3143244271,0,474319090.2,-2419349974,-5075995987,0,-1366773700,962653382.6,-14762136097,-2315594533,-313910300,0.0
经营性应付项目的增加,1.15418E+11,0,70089074700,0,73855678100,0,33520132589,0,11747641390,0,-5587341718,0,12637959849,0,8706398500,0,11851141408,0,266011187.6,-1284794231,5163299959,0,2082021300,116440384.8,13031595453,2476515311,281536200,0.0
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
其他,556930800,0,220508000,0,286750200,0,117750283.2,0,567990800.3,0,114884992.1,0,835138544.6,0,148144846.4,0,119517889.9,0,39710141.7,19855070.85,124786796.9,0,0,36568527.37,207080632.7,0,0,0.0
经营活动产生现金流量净额,61208843300,0,18682343000,0,42908008700,0,25742059687,0,18429902632,0,5826552889,0,13471954557,0,7276302909,0,11316265701,0,1058326103,-3269834484,2340748210,0,-619644100,193733604.2,2109126727,664533984,-138904400,0.0
债务转为资本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
融资租入固定资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
现金的期末余额,1.57629E+11,0,1.26733E+11,0,75505735200,0,67276560996,0,63431985987,0,31827741082,0,23200055644,0,9330846926,0,3688654649,0,3106517556,3783163980,4789905412,0,0,163777866.4,1166000954,516343910.8,0,0.0
现金的期初余额,75505735200,0,75505735200,0,63431986000,0,63431985987,0,23200055644,0,23200055644,0,3688654649,0,3688654649,0,4789905412,0,4789905412,4789905412,1166000954,0,0,1166000954,516343910.8,54050991.01,0,0.0
现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
现金等价物的期初余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
现金及现金等价物的净增加额,82123582000,0,51227584900,0,12073749200,0,3844575010,0,40231930343,0,8627685438,0,19511400995,0,5642192277,0,-1101250763,0,-1683387856,-1006741432,3623904458,0,0,-1002223087,649657042.8,462292919.8,0,0.0
